Department Name,Classification Name,Job Pay Rate,Job Start Date,Yrs Svc,Job Employer Status,Address Zip Code
FNS DINING SERVICES,FOOD SERV ASSOC,20.446,2/14/1989,32.0,Active Full Time,91786
FNS DINING SERVICES,FOOD SERV ASSOC,19.472,1/25/2001,20.083,Active Full Time,91766
FOOD & NUTRITION SER,FOOD SERV ASSOC,19.472,1/30/2020,1.083,Active Part Time,92336
FOOD & NUTRITION SER,FOOD SERV ASSOC,19.472,11/25/2007,13.25,Active Part Time,92336
FOOD & NUTRITION SER,FOOD SERV ASSOC,14.53,3/27/2020,0.917,Active Full Time,92336
FNS DINING SERVICES,FOOD SERV ASSOC,20.446,11/22/1991,29.25,Active Full Time,91767
FNS DINING SERVICES,FOOD SERV ASSOC,19.472,4/25/2006,14.833,Active Regular Pa,91786
FOOD & NUTRITION SER,FOOD SERV ASSOC,20.446,12/17/1990,30.167,Active Full Time,91711
FOOD & NUTRITION SER,FOOD SERV ASSOC,19.472,9/15/2003,17.417,Active Full Time,91767
FOOD & NUTRITION SER,FOOD SERV ASSOC,24.303,12/10/2018,2.167,Active Full Time,92376
FOOD & NUTRITION SER,FOOD SERV ASSOC,19.472,6/2/1997,23.667,Active Full Time,91766
FOOD & NUTRITION SER,FOOD SERV ASSOC,14.53,12/21/2020,0.167,Active Part Time,91010
FOOD & NUTRITION SER,FOOD SERV ASSOC,19.472,8/23/2005,15.5,Active Regular Pa,91730
FOOD & NUTRITION SER,FOOD SERV ASSOC,19.472,10/20/2008,12.333,Active Regular Pa,92336
PLANT OPERATIONS,GEN SERV WORKER,27.971,4/28/2005,15.833,Active Full Time,91767
PLANT OPERATIONS,GEN SERV WORKER,27.971,12/4/2012,8.167,Active Full Time,90606
PLANT OPERATIONS,GEN SERV WORKER,25.37,7/27/2011,9.583,RFT - LOA Workers,91764
PLANT OPERATIONS,GEN SERV WORKER,29.37,12/26/1994,26.167,Active Full Time,91710
PLANT OPERATIONS,GEN SERV WORKER,29.37,8/26/1978,42.5,RFT - LOA > 30 da,91763
G.I. LAB,GI TECH/CLIN ASSOC,26.362,6/17/2002,18.667,Active Full Time,91765
G.I. LAB,GI TECH/CLIN ASSOC,26.362,6/9/1997,23.667,RFT - LOA Workers,91786
G.I. LAB,GI TECH/CLIN ASSOC,23.911,2/10/2020,1.0,Active Full Time,91768
G.I. LAB,GI TECH/CLIN ASSOC,26.362,9/26/2006,14.417,Active Full Time,92301
G.I. LAB,GI TECH/CLIN ASSOC,26.362,3/9/2015,5.917,Active Full Time,91730
LAB-PATHOLOGY,HISTOTECH,35.054,9/3/2019,1.417,Active Regular Pa,91786
LAB-PATHOLOGY,HISTOTECH,40.581,7/13/1992,28.583,Active Full Time,91766
LAB-PATHOLOGY,HISTOTECH,27.466,11/16/2020,0.25,Active Regular Pa,91766
LAB-PATHOLOGY,"HISTOTECH, LEAD",45.118,5/30/2008,12.75,Active Full Time,91740
SECURITY,HOSP DESK & PRK AMB,14.085,6/8/2020,0.667,Active Full Time,91762
SECURITY,HOSP DESK & PRK AMB,14.085,4/27/2020,0.833,RFT - LOA > 30 da,91768
SECURITY,HOSP DESK & PRK AMB,19.82,1/12/2015,6.083,Active Full Time,91767
SECURITY,HOSP DESK & PRK AMB,17.977,4/3/2017,3.833,Active Full Time,92335
SECURITY,HOSP DESK & PRK AMB,19.82,3/8/1999,21.917,Active Full Time,91767
SECURITY,HOSP DESK & PRK AMB,19.82,10/8/2018,2.333,Active Full Time,91791
SECURITY,HOSP DESK & PRK AMB,19.82,8/13/2018,2.5,Active Full Time,91701
INFORMATION SERVICES,INFRASTRUCTURE TECH,40.924,1/23/2006,15.083,Active Full Time,90660
LABORATORY,LAB ASST/PHLEB,25.256,9/6/2011,9.417,Active Full Time,91761
LABORATORY,LAB ASST/PHLEB,22.908,11/9/2015,5.25,Active Part Time,91761
LABORATORY,LAB ASST/PHLEB,21.817,8/30/2016,4.5,Active Regular Pa,91762
LABORATORY,LAB ASST/PHLEB,25.256,1/7/2013,8.083,RPT - LOA Workers,91701
LABORATORY,LAB ASST/PHLEB,25.256,7/8/1996,24.583,Active Full Time,91701
LABORATORY,LAB ASST/PHLEB,25.256,10/8/2007,13.333,Active Full Time,92336
LABORATORY,LAB ASST/PHLEB,25.256,12/5/2007,13.167,Active Part Time,92557
LABORATORY,LAB ASST/PHLEB,25.256,10/9/2006,14.333,Active Full Time,92336
LABORATORY,LAB ASST/PHLEB,25.256,3/23/2009,11.917,Active Regular Pa,91767
LABORATORY,LAB ASST/PHLEB,25.256,7/6/1998,22.583,Active Regular Pa,91766
LABORATORY,LAB ASST/PHLEB,20.778,1/13/2020,1.083,Active Part Time,92570
LABORATORY,LAB ASST/PHLEB,25.256,1/2/2007,14.083,Active Full Time,92336
LABORATORY,LAB ASST/PHLEB,25.256,3/26/2012,8.917,Active Regular Pa,92337
LABORATORY,LAB ASST/PHLEB,25.256,1/2/2013,8.083,Active Full Time,92555
LABORATORY,LAB ASST/PHLEB,25.256,4/25/2006,14.833,Active Full Time,91710
LABORATORY,LAB ASST/PHLEB,18.846,5/13/2019,1.75,Active Regular Pa,91786
LABORATORY,LAB ASST/PHLEB,25.256,4/23/2014,6.833,Active Part Time,91766
LABORATORY,LAB ASST/PHLEB,25.256,7/8/2019,1.583,Active Regular Pa,92880
LABORATORY,LAB ASST/PHLEB,21.817,4/11/2016,4.833,Active Full Time,91766
LABORATORY,LAB ASST/PHLEB,25.256,7/20/2006,14.583,Active Full Time,92336
LABORATORY,LAB ASST/PHLEB,17.949,9/9/2019,1.417,Active Part Time,91784
LABORATORY,LAB ASST/PHLEB,22.908,10/5/2015,5.333,Active Full Time,91730
LABORATORY,LAB ASST/PHLEB,18.846,2/11/2019,2.0,Active Part Time,92324
LABORATORY,LAB ASST/PHLEB,21.817,1/11/2016,5.083,Active Regular Pa,91730
LABORATORY,LAB ASST/PHLEB,25.256,9/28/2015,5.417,Active Regular Pa,92336
LABORATORY,LAB ASST/PHLEB,18.846,9/9/2019,1.417,Active Part Time,91762
LABORATORY,LAB ASST/PHLEB,18.846,9/9/2019,1.417,Active Part Time,92397
LABORATORY,LAB ASST/PHLEB,25.256,2/17/2003,18.0,Active Full Time,91710
LABORATORY,LAB ASST/PHLEB,25.256,5/13/2013,7.75,Active Full Time,92336
LABORATORY,LAB ASST/PHLEB,25.256,7/2/2007,13.583,Active Full Time,91752
LABORATORY,LAB ASST/PHLEB,25.256,4/26/2006,14.833,Active Regular Pa,92336
LABORATORY,LAB ASST/PHLEB,20.778,6/18/2018,2.667,Active Part Time,91750
LABORATORY,LAB ASST/PHLEB,25.256,5/7/2018,2.75,Active Regular Pa,91722
LABORATORY,LAB ASST/PHLEB,18.846,9/9/2019,1.417,Active Part Time,92336
LABORATORY,LAB ASST/PHLEB,26.518,8/23/1989,31.5,Active Full Time,92336
LABORATORY,LAB ASST/PHLEB,21.817,5/2/2016,4.75,Active Regular Pa,91761
LABORATORY,LAB ASST/PHLEB,25.256,6/29/1998,22.667,Active Regular Pa,92880
LABORATORY,LAB ASST/PHLEB,20.778,11/23/2020,0.25,Active Full Time,91767
LABORATORY,LAB ASST/PHLEB,25.256,12/3/2018,2.167,Active Part Time,91107
LABORATORY,LAB ASST/PHLEB,25.256,3/13/2017,3.917,Active Regular Pa,91710
LABORATORY,LAB ASST/PHLEB,25.256,3/11/2019,1.917,Active Regular Pa,92223
LABORATORY,LAB ASST/PHLEB,25.256,1/23/2013,8.083,Per Diem - LOA,91709
LABORATORY,LAB ASST/PHLEB,21.817,8/30/2016,4.5,Active Regular Pa,91739
LABORATORY,LAB ASST/PHLEB,25.256,12/3/2001,19.167,Active Full Time,92337
LABORATORY,LAB ASST/PHLEB,25.256,6/11/2012,8.667,Active Part Time,91739
LABORATORY,LAB ASST/PHLEB,20.778,3/13/2017,3.917,RPT - LOA > 30 da,91710
LABORATORY,LAB ASST/PHLEB,25.256,3/11/2019,1.917,Active Regular Pa,91711
LABORATORY,LAB ASST/PHLEB,25.256,4/23/2020,0.833,Active Full Time,91730
LABORATORY,LAB ASST/PHLEB,25.256,1/8/2007,14.083,Active Regular Pa,91786
LABORATORY,LAB ASST/PHLEB,25.256,7/5/2011,9.583,Active Full Time,92336
SATELLITE CENTRAL BI,LEAD CODER,30.018,4/16/2002,18.833,Active Full Time,91763
EVS,LEAD EVS ASSOCIATE,28.054,10/16/2006,14.333,Active Full Time,91768
EVS,LEAD EVS ASSOCIATE,26.718,12/19/2011,9.167,Active Full Time,91784
EVS,LEAD EVS ASSOCIATE,28.054,6/9/2008,12.667,Active Full Time,91766
EVS,LEAD EVS ASSOCIATE,28.054,6/26/2018,2.667,Active Full Time,91762
EVS,LEAD EVS ASSOCIATE,28.054,6/9/2003,17.667,RFT - LOA > 30 da,92345
EVS,LEAD EVS ASSOCIATE,24.234,12/14/2015,5.167,Active Full Time,92376
EVS,LEAD EVS ASSOCIATE,24.234,3/9/2015,5.917,Active Full Time,91741
RADIOLOGY-SCAN,"LEAD, CT TEAM",61.489,1/14/1989,32.083,Active Full Time,92595
BREAST HEALTH CENTER,"LEAD, MAMMOGRAPHY TE",55.987,9/17/2002,18.417,Active Full Time,92880
BREAST HEALTH CENTER,"LEAD, MAMMOGRAPHY TE",58.786,9/19/2016,4.417,Active Full Time,91730
RADIOLOGY-ADMIN,"LIBRARIAN, IMAGING",23.332,12/10/1984,36.167,Active Full Time,91730
RADIOLOGY-ADMIN,"LIBRARIAN, IMAGING",22.221,12/19/2002,18.167,Active Regular Pa,91766
RADIOLOGY-ADMIN,"LIBRARIAN, IMAGING",23.332,6/12/1978,42.667,Active Full Time,91767
ICU,LVN I,27.06,2/15/2010,11.0,Active Full Time,92345
LDRP,LVN I,29.834,3/11/2002,18.917,Active Full Time,91762
MEDSURG 5 - (5 CENTR,LVN I,29.834,2/11/2002,19.0,Active Full Time,92336
ICU 3,LVN I,27.06,3/14/2016,4.917,RFT - LOA > 30 da,91750
OBSERVATION CARE,LVN I,22.262,11/19/2007,13.25,Active Full Time,91766
CH CROSSROADS URGENT,LVN I,21.967,12/21/2020,0.167,Active Regular Pa,92346
LDRP,LVN I,23.376,8/10/2015,5.5,Active Full Time,91766
ICU,LVN I,22.262,12/14/2020,0.167,Active Full Time,91710
LDRP,LVN I,29.834,4/16/2005,15.833,Active Regular Pa,92584
EMERGENCY DEPT,LVN I,29.834,8/30/2006,14.5,Active Full Time,92501
ICU,LVN I,21.202,1/14/2019,2.083,Active Full Time,91784
LDRP,LVN I,24.545,5/8/2017,3.75,Active Full Time,91739
LDRP,LVN I,29.834,3/12/2007,13.917,Active Full Time,91708
CH CROSSROADS URGENT,LVN I,25.429,3/3/2020,0.917,Active Full Time,91709
LDRP,LVN I,29.834,9/11/2006,14.417,Active Regular Pa,91730
LDRP,LVN I,29.834,4/8/2002,18.833,Active Full Time,92337
LDRP,LVN I,23.376,7/5/2016,4.583,Active Full Time,91711
SWEET SUCCESS,LVN I,34.662,2/1/1993,28.0,Active Full Time,92337
LDRP,LVN I,29.834,10/13/2014,6.333,Active Regular Pa,91708
EMERGENCY DEPT,LVN I,29.834,4/4/2004,16.833,Active Full Time,92335
LDRP,LVN I,31.326,9/14/1992,28.417,Active Full Time,91708
MEDSURG 4 - (4 CENTR,LVN I,29.834,10/10/2005,15.333,RFT - LOA > 30 da,91786
LDRP,LVN I,29.834,10/12/2015,5.333,Active Full Time,91730
CH CROSSROADS URGENT,LVN I,30.911,1/19/2005,16.083,Active Full Time,91744
LDRP,LVN I,29.834,6/11/2001,19.667,Active Regular Pa,91740
DOU2 - SICU,LVN I,23.376,11/16/2020,0.25,Active Full Time,92223
OBSERVATION CARE,LVN I,29.834,2/26/2007,14.0,Active Regular Pa,91762
MEDSURG 4 - (4 CENTR,LVN I,29.834,5/13/1996,24.75,Active Full Time,91739
CLAREMONT HC URGENT,LVN I,21.967,9/14/2020,0.417,Active Regular Pa,91768
LDRP,LVN I,25.772,5/8/2017,3.75,RFT - LOA > 30 da,91786
CH CROSSROADS URGENT,LVN I,30.911,4/1/2013,7.833,Active Regular Pa,92530
ICU,LVN I,29.834,9/10/2012,8.417,Active Full Time,91773
LAVERNE HC URGENT CA,LVN I,30.911,4/12/2020,0.833,Active Regular Pa,91730
ICU,LVN I,21.202,7/11/2016,4.583,Active Full Time,91762
LDRP,LVN I,29.834,4/10/2006,14.833,Active Full Time,91708
SURGERY OP PAVILION,LVN I,31.439,11/28/2000,20.25,Active Full Time,91768
CLAREMONT HC URGENT,LVN I,30.911,6/2/2008,12.667,Active Regular Pa,92336
LDRP,LVN I,21.202,1/13/2020,1.083,Active Full Time,92336
MEDSURG 5 - (5 CENTR,LVN I,29.834,7/12/1999,21.583,Active Regular Pa,92376
ICU 3,LVN I,29.834,1/9/2006,15.083,Active Full Time,91710
MEDSURG 5 - (5 CENTR,LVN I,29.834,4/6/1997,23.833,Active Regular Pa,92307
ICU 3,LVN I,22.262,2/11/2008,13.0,Active Full Time,92408
LDRP,LVN I,24.545,1/13/2020,1.083,Active Full Time,91730
LDRP,LVN I,29.834,12/8/2003,17.167,Active Full Time,92336
TRAUMA ICU,LVN I,29.834,1/9/2017,4.083,Active Full Time,91709
CLAREMONT HC URGENT,LVN I,21.967,9/29/2020,0.417,Active Regular Pa,91737
LDRP,LVN I,29.834,6/5/2000,20.667,Active Full Time,91784
LDRP,LVN I,29.834,8/14/2006,14.5,RFT - LOA > 30 da,91773
LAVERNE HC URGENT CA,LVN I,25.429,2/10/2020,1.0,Active Regular Pa,92337
TRAUMA ICU,LVN I,29.834,5/8/2017,3.75,Active Full Time,923672
TRAUMA ICU,LVN I,29.834,12/10/2007,13.167,Active Regular Pa,92557
EMERGENCY DEPT,LVN I,27.06,12/10/2007,13.167,RFT - LOA > 30 da,91739
MEDSURG 5 - (5 CENTR,LVN I,29.834,1/25/1998,23.083,Active Full Time,92336
OCCUPATIONAL HEALTH,"LVN I, OCC HLTH",30.911,7/20/2020,0.583,Active Full Time,92336
CLAREMONT HC URGENT,"LVN, LEAD",33.984,4/28/2014,6.833,Active Full Time,91710
FAMILY PRACTICE CLIN,"LVN, LEAD",33.984,4/8/1996,24.833,Active Full Time,91739
LAVERNE HC URGENT CA,"LVN, LEAD",33.984,5/8/2017,3.75,Active Full Time,91739
CLAREMONT HC PRIMARY,"LVN, LEAD",32.366,4/10/2017,3.833,Active Full Time,91764
CHINO HILLS  HEALTH,"LVN, LEAD",33.984,3/12/2018,2.917,Active Full Time,91803
CH CROSSROADS URGENT,"LVN, LEAD",33.984,8/22/2018,2.5,Active Full Time,91709
FAMILY PRACTICE CLIN,"LVN, LEAD",26.627,10/14/2019,1.333,RFT - LOA > 30 da,92509
FAMILY PRACTICE CLIN,"LVN, LEAD",25.359,11/12/2018,2.25,Active Full Time,92376
LAVERNE HC PRIMARY C,"LVN, LEAD",33.984,11/17/2005,15.25,Active Full Time,91768
FAMILY PRACTICE CLIN,"LVN, LEAD",24.152,11/5/2018,2.25,Active Full Time,91761
CEN AVE MRI,"M.R.I. TECHNOLOGIST,",62.541,12/14/1998,22.167,Active Full Time,91750
RADIOLOGY-MRI,"M.R.I. TECHNOLOGIST,",62.541,4/9/2018,2.833,Active Full Time,92867
DEPT OF ACADEMIC AFF,"MANAGER, ACADEMIC AF",51.995,12/10/2018,2.167,Active Full Time,92354
FINANCIAL SERVICES,"MANAGER, ACCOUNTING",59.423,7/11/2016,4.583,Active Full Time,92336
SATELLITE DIVISION,"MANAGER, AMBULATORY",56.426,1/29/2018,3.083,Active Full Time,92336
HUMAN RESOURCES,"MANAGER, BENEFITS",81.609,6/8/2009,11.667,Active Full Time,91741
PLANT OPERATIONS,"MANAGER, BIO-MED",48.72,3/15/2004,16.917,Active Full Time,91730
PATIENT ACCOUNTING,"MANAGER, BUSINESS SE",54.217,11/1/1990,30.25,Active Full Time,92321
FINANCE ADMINISTRATI,"MANAGER, CAPITATION",46.944,9/25/2007,13.417,Active Full Time,91773
FINANCIAL SERVICES,"MANAGER, CAPITATION",57.692,12/7/2020,0.167,Active Full Time,91360
FOOD & NUTRITION SER,"MANAGER, CLINICAL NU",54.914,8/11/2014,6.5,Active Full Time,91723
MATERIALS MGNT ADMIN,"MANAGER, CLINICAL VA",78.037,4/2/2018,2.833,Active Full Time,92656
COMPLIANCE,"MANAGER, CONTRACT CO",57.329,2/23/2012,9.0,Active Full Time,91730
FINANCE ADMINISTRATI,"MANAGER, CONTRACT FI",54.16,11/18/2002,18.25,Active Full Time,91766
HEALTH INFO MGNT,"MANAGER, DATA INTEGR",56.106,6/24/1998,22.667,Active Full Time,91761
INFORMATION SERVICES,"MANAGER, DESKTOP SUP",65.914,11/30/2020,0.25,Active Full Time,92508
EVS,"MANAGER, EVS",38.894,10/8/2018,2.333,Active Full Time,91752
EVS,"MANAGER, EVS",54.373,2/3/2003,18.0,Active Full Time,92220
EVS,"MANAGER, EVS",38.894,2/22/1989,32.0,Active Full Time,92392
EVS,"MANAGER, EVS",38.894,10/30/1988,32.333,Active Full Time,92407
FOOD & NUTRITION SER,"MANAGER, FOOD & NUTR",27.056,6/28/2008,12.667,Active Full Time,91764
FOOD & NUTRITION SER,"MANAGER, FOOD & NUTR",39.376,6/24/2002,18.667,Active Full Time,92377
VOLUNTEERS,"MANAGER, GIFT SHOP",32.56,9/22/2014,6.417,Active Full Time,91709
INFORMATION SERVICES,"MANAGER, HEALTHCARE",70.369,6/24/2014,6.667,Active Full Time,91750
HEALTH INFO MGNT,"MANAGER, HIM OPERATI",76.128,3/17/1989,31.917,Active Full Time,91790
INFORMATION SERVICES,"MANAGER, INTEG ARCH",76.551,10/1/2001,19.333,RFT - LOA > 30 da,92886
MARKETING/PUBLIC REL,"MANAGER, INTERACTIVE",52.57,9/11/1995,25.417,Active Full Time,92345
LABORATORY,"MANAGER, LABORATORY",68.707,11/13/1989,31.25,Active Full Time,91709
PLANT OPERATIONS,"MANAGER, MAINTENANCE",53.028,8/14/1978,42.5,Active Full Time,92397
MARKETING/PUBLIC REL,"MANAGER, MARKETING C",54.147,6/24/1991,29.667,Active Full Time,91773
FINANCIAL SERVICES,"MANAGER, MED REIMBUR",50.49,5/11/2020,0.75,Active Full Time,91709
MEDICAL EDUCATION,"MANAGER, MEDICAL EDU",44.836,7/31/2020,0.583,Active Full Time,91701
MEDICAL ONCOLOGY,"MANAGER, MEDICAL PRA",45.771,9/30/2016,4.417,Active Full Time,92883
DOU2 - SICU,"MANAGER, NURSE",79.166,6/9/1986,34.667,RFT - LOA > 30 da,91710
RADIOLOGY-ANGIOGRAPH,"MANAGER, NURSE",83.991,2/6/2017,4.0,Active Full Time,92336
EDUCATION,"MANAGER, NURSE",70.921,6/13/2016,4.667,Active Full Time,91768
DOU6 - (6TH FLOOR),"MANAGER, NURSE",74.279,7/8/2019,1.583,RFT - LOA > 30 da,92882
TRAUMA ICU,"MANAGER, NURSE",77.229,8/8/2016,4.5,Active Full Time,90242
FAMILY ED & RESOURCE,"MANAGER, NURSE",85.01,2/13/1978,43.0,Active Full Time,91709
MEDSURG 5 - (5 CENTR,"MANAGER, NURSE",81.541,7/16/1990,30.583,Active Full Time,91724
MEDSURG 4 - (4 CENTR,"MANAGER, NURSE",68.856,12/5/2016,4.167,Active Full Time,92392
CVICU,"MANAGER, NURSE",81.541,5/9/1983,37.75,Active Full Time,91709
CARDIAC SURGERY ADMI,"MANAGER, NURSE",78.5,6/4/2004,16.667,Active Full Time,91709
ICU,"MANAGER, NURSE",89.696,2/13/2006,15.0,Active Full Time,91750
DOU3 - PCCU,"MANAGER, NURSE",87.083,7/14/1997,23.583,RFT - LOA > 30 da,91710
MEDICAL ONCOLOGY,"MANAGER, NURSE ONCOL",81.146,2/10/1992,29.0,Active Full Time,91761
MASTER PLANNING,"MANAGER, OPERATIONS",77.212,3/30/2020,0.917,Active Full Time,92544
PATIENT ACCESS SERVI,"MANAGER, PATIENT ACC",46.342,10/19/2004,16.333,Active Full Time,92336
PAYROLL,"MANAGER, PAYROLL/HRI",85.226,9/7/1978,42.417,Active Full Time,92336
TELECOMMUNICATIONS,"MANAGER, PBX",23.992,12/2/2004,16.167,Active Full Time,91737
PHARMACY,"MANAGER, PHARMACY",96.718,1/16/2006,15.083,Active Full Time,91750
PHARMACY,"MANAGER, PHARMACY",95.634,4/9/2018,2.833,Active Full Time,92833
PHARMACY,"MANAGER, PHARMACY IN",94.288,10/31/2011,9.333,Active Full Time,92833
SATELLITE DIVISION,"MANAGER, PHYSICIAN R",54.28,8/1/2012,8.5,Active Full Time,91711
PLANT OPERATIONS,"MANAGER, PLANT OPERA",54.715,8/20/2018,2.5,Active Full Time,90640
INFORMATION SERVICES,"MANAGER, PMO",90.87,7/20/2020,0.583,Active Full Time,93291
COMPLIANCE,"MANAGER, PRIVACY & C",73.278,7/15/1991,29.583,Active Full Time,91739
RESOURCE CENTER,"MANAGER, PROGRAM NUR",78.649,4/10/2000,20.833,Active Full Time,91711
PATIENT ACCOUNTING,"MANAGER, PROJECT BUS",52.28,11/13/2006,14.25,Active Full Time,91711
FINANCIAL SERVICES,"MANAGER, PROJECT DEC",48.454,7/9/2018,2.583,Active Full Time,91750
FINANCIAL SERVICES,"MANAGER, PROJECT DEC",55.193,4/22/2008,12.833,Active Full Time,91710
FINANCIAL SERVICES,"MANAGER, PROJECT DEC",48.454,5/29/2018,2.75,Active Full Time,92883
MARKETING/PUBLIC REL,"MANAGER, PUBLIC RELA",53.846,5/4/2015,5.75,Active Full Time,91784
RADIATION ONCOLOGY,"MANAGER, RADIATION O",77.577,8/30/1982,38.5,Active Full Time,91711
RADIOLOGY-ADMIN,"MANAGER, RADIOLOGY",62.944,9/4/2018,2.417,Active Full Time,90703
RADIOLOGY-ADMIN,"MANAGER, RADIOLOGY I",62.516,8/8/2005,15.5,Active Full Time,91709
RESPIRATORY SERVICES,"MANAGER, RESPIRATORY",60.41,12/12/1979,41.167,Active Full Time,92881
RESPIRATORY SERVICES,"MANAGER, RESPIRATORY",62.258,12/11/1978,42.167,Active Full Time,91784
RESPIRATORY SERVICES,"MANAGER, RESPIRATORY",52.52,5/8/2017,3.75,RFT - LOA > 30 da,92555
RESPIRATORY SERVICES,"MANAGER, RESPIRATORY",54.91,10/31/2016,4.333,Active Full Time,92880
PATIENT RELATIONS,"MANAGER, RISK",65.019,11/18/1996,24.25,Active Full Time,91767
SECURITY,"MANAGER, SECURITY",43.354,4/2/2018,2.833,Active Full Time,91773
SECURITY,"MANAGER, SECURITY",41.597,4/2/2018,2.833,Active Full Time,91722
MASTER PLANNING,"MANAGER, SENIOR CONS",58.656,7/16/2018,2.583,Active Full Time,91709
INFORMATION SERVICES,"MANAGER, SERVICE DES",54.575,1/16/2018,3.083,Active Full Time,92883
SOCIAL SERVICES,"MANAGER, SOCIAL SERV",69.219,12/14/2009,11.167,Active Full Time,91016
PHYSICAL THERAPY CHI,"MANAGER, SR PHYSICAL",71.734,1/2/1992,29.083,Active Full Time,92886
OCCUPATIONAL THERAPY,"MANAGER, SR PHYSICAL",67.336,9/4/2001,19.417,Active Full Time,92808
INFORMATION SERVICES,"MANAGER, SR PROJECT",76.037,6/13/2011,9.667,Active Full Time,91709
STERILE PROCESSING,"MANAGER, STERILE PRO",46.671,1/28/1991,30.083,Active Full Time,91752
MATERIALS MGNT ADMIN,"MANAGER, STRATEGIC S",64.244,3/17/2003,17.917,Active Full Time,91710
MATERIALS MGNT ADMIN,"MANAGER, SUPPLY CHAI",58.894,10/17/2019,1.333,Active Full Time,92571
ENVIRONMENTAL SAFETY,"MANAGER, SUPPORT SER",49.121,3/31/2003,17.917,Active Full Time,91730
MATERIALS MGNT ADMIN,"MANAGER, SURGERY INV",62.227,3/28/2016,4.917,Active Full Time,92879
INFORMATION SERVICES,"MANAGER, SYSTEMS OPE",72.909,1/3/2006,15.083,Active Full Time,91786
INFORMATION SERVICES,"MANAGER, TELECOMMUNI",53.119,1/27/2003,18.083,Active Full Time,91730
UTILIZATION MANAGEME,"MANAGER, UM OPERATIO",88.701,11/3/2001,19.25,Active Full Time,91789
OCCUPATIONAL HEALTH,"MANAGER, WORKERS' CO",73.523,9/10/2007,13.417,Active Full Time,91701
RESOURCE CENTER,"MANAGER, WOUND CARE",81.009,10/3/2005,15.333,Active Full Time,91784
PLANT OPERATIONS,"MECHANIC, AIR CONDIT",41.536,3/9/2020,0.917,Active Full Time,91767
PLANT OPERATIONS,"MECHANIC, AIR CONDIT",41.536,10/17/2005,15.333,Active Full Time,92555
PLANT OPERATIONS,"MECHANIC, AIR CONDIT",43.613,9/14/1971,49.417,RFT - LOA Workers,91701
PLANT OPERATIONS,"MECHANIC, FIRE/LIFE",27.413,12/12/2016,4.167,Active Full Time,92336
PLANT OPERATIONS,"MECHANIC, MAINTENANC",31.734,5/8/2017,3.75,Active Full Time,91761
PLANT OPERATIONS,"MECHANIC, MAINTENANC",31.734,5/1/2017,3.75,Active Full Time,91765
PLANT OPERATIONS,"MECHANIC, MAINTENANC",28.784,12/12/2016,4.167,Active Full Time,91792
PLANT OPERATIONS,"MECHANIC, MAINTENANC",33.321,9/14/1990,30.417,Active Full Time,91730
PLANT OPERATIONS,"MECHANIC, MAINTENANC",31.734,6/30/2014,6.667,Active Full Time,92359
PLANT OPERATIONS,"MECHANIC, MAINTENANC",33.321,9/2/1979,41.417,Active Full Time,91762
PLANT OPERATIONS,"MECHANIC, MAINTENANC",31.734,7/18/2005,15.583,Active Regular Pa,91767
PLANT OPERATIONS,"MECHANIC, MAINTENANC",31.734,4/8/1996,24.833,Active Full Time,91770
PLANT OPERATIONS,"MECHANIC, MAINTENANC",31.734,1/20/1997,24.083,Active Full Time,91761
PLANT OPERATIONS,"MECHANIC, MAINTENANC",33.321,8/10/1981,39.5,Active Full Time,91767
PLANT OPERATIONS,"MECHANIC, MAINTENANC",27.413,8/11/2014,6.5,Active Full Time,91766
PLANT OPERATIONS,"MECHANIC, MAINTENANC",26.108,6/27/2012,8.667,Active Full Time,91768
PLANT OPERATIONS,"MECHANIC, MAINTENANC",33.321,11/10/1990,30.25,Active Full Time,92504
PLANT OPERATIONS,"MECHANIC, MAINTENANC",31.734,10/15/2001,19.333,Active Full Time,91007
LABORATORY,MED LAB ASST,30.778,11/13/2006,14.25,Active Full Time,92823
LABORATORY,MED LAB ASST,21.871,1/11/2021,0.083,Active Part Time,91710
LABORATORY,MED LAB ASST,24.114,10/15/2018,2.333,Active Regular Pa,91766
LABORATORY,MED LAB ASST,22.966,9/9/2019,1.417,Active Part Time,91709
LABORATORY,MED LAB ASST,32.316,2/13/1995,26.0,Active Full Time,91701
LABORATORY,MED LAB ASST,30.778,3/18/2013,7.917,Active Full Time,92532
LABORATORY,MED LAB ASST,30.778,12/6/2011,9.167,Active Full Time,92337
LABORATORY,MED LAB ASST,32.316,12/21/1981,39.167,Active Full Time,91710
LABORATORY,MED LAB ASST,30.778,3/5/1998,22.917,Active Full Time,91710
LABORATORY,MED LAB ASST,24.114,10/29/2018,2.333,Active Regular Pa,92336
LABORATORY,MED LAB ASST,30.778,10/15/2012,8.333,Active Full Time,91790
ELIG SERV,MEDI-CAL LIAISON,30.33,6/9/1986,34.667,Active Full Time,91737
ELIG SERV,MEDI-CAL LIAISON,28.885,3/16/2009,11.917,Active Full Time,92316
ELIG SERV,MEDI-CAL LIAISON,28.885,12/12/2000,20.167,Active Full Time,91767
ELIG SERV,MEDI-CAL LIAISON,28.885,7/27/1999,21.583,Active Full Time,92509
ELIG SERV,MEDI-CAL LIAISON,28.885,8/22/2005,15.5,Active Full Time,91790
LAB-PATHOLOGY,MEDICAL SECRETARY,35.044,7/28/2003,17.583,Active Full Time,91764
